Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,fargate_vcpus,fargate_memorylevel,latency,cost,complexity,scalability
2.1,10,1,1,8000,2,0.8,2100,216,7,4,3,0,11.9453,16,8.9517
2.1,5,1,0,2200,10,0.4,3700,216,5,2,3,0,58.5757,16,0.653268
2.1,7,0,0,900,5,0.9,3800,528,3,8,3,0,41.3124,16,0.772204
2.1,6,1,0,7200,3,0.1,3000,960,10,16,1,0,26.3388,16,1.31664
2.1,1,1,0,1600,9,0.3,4700,24,8,12,1,0,21.0999,16,6.65657
2.1,5,0,0,5050,9,0.7,1350,600,4,12,2,0,198.3884,16,0.1911342
2.1,6,1,0,10000,2,0.1,7900,320,10,4,2,0,27.0684,16,1.28133
2.1,1,1,0,2300,2,0,3100,1000,4,8,1,0,16.2377,16,9.21851
2.1,6,1,1,9150,10,0.9,1600,480,9,10,3,0,13.018,16,8.88604
2.1,10,0,0,5100,6,0.3,9650,624,8,10,2,0,127.4706,16,0.2021551
2.1,3,1,0,6600,10,0.7,4500,720,10,16,1,0,173.5584,16,0.3181327
2.1,5,1,1,5850,1,0.8,7050,800,8,10,2,0,13.3918,16,8.90416
2.1,4,1,0,2950,8,0.2,900,376,6,14,3,0,29.797,16,1.53082
2.1,7,0,0,4500,9,0.7,8050,648,7,2,3,0,263.0458,16,0.1213032
2.1,4,1,0,8400,10,0.1,5750,960,2,6,1,0,53.0528,16,0.861345
2.1,4,0,1,4050,8,0,8550,792,4,10,3,0,14.638,16,8.89865
2.1,10,0,0,7800,10,0.5,6050,856,6,2,3,0,500.758,16,0.05145964
2.1,6,0,1,7050,7,0.2,1200,944,8,4,1,0,13.3195,16,8.97285
2.1,5,0,0,8700,6,0,5200,320,3,12,2,0,17.6959,16,2.1428
2.1,1,1,0,9600,1,0.6,6000,8,5,12,1,0,18.1559,16,7.77401
2.1,6,0,1,1450,8,1,6600,152,8,14,1,0,13.443,16,8.88635
2.1,5,1,0,7450,8,0.5,2350,608,6,10,1,0,183.3931,16,0.2085293
2.1,2,1,0,7550,6,0.1,2450,928,1,6,1,0,22.4648,16,3.50129
2.1,6,1,1,1850,7,0.9,3450,408,2,2,3,0,12.8837,16,8.97971
2.1,7,0,1,3000,7,0.2,5800,304,2,6,2,0,13.0793,16,8.94176
2.1,6,0,1,6650,1,1,9650,848,2,10,3,0,13.438,16,8.8896
2.1,8,0,0,3250,6,0.7,1750,640,7,6,2,0,132.7486,16,0.2185246
2.1,6,1,0,5500,4,0,9950,632,4,14,2,0,12.5021,16,2.77385
2.1,4,1,1,7000,4,0.6,8800,312,7,16,3,0,14.3338,16,8.83326
2.1,9,0,1,3000,9,0.6,8600,392,7,8,1,0,12.6193,16,8.93144
2.1,6,1,0,900,3,0,6900,864,1,14,3,0,5.46759,16,6.34262
2.1,9,1,0,3200,6,0.7,5450,344,3,14,3,0,141.7384,16,0.1964099
2.1,4,0,1,2650,1,0.8,8350,464,6,6,2,0,14.5576,16,8.94833
2.1,9,0,1,1050,7,0.6,8400,792,3,12,3,0,12.722,16,8.85933
2.1,1,0,0,8950,8,0.7,4350,80,2,10,2,0,76.6515,16,1.80793
2.1,3,0,1,6400,1,0.7,6300,576,8,6,1,0,15.5942,16,8.96756
2.1,9,1,0,8200,5,0,3850,232,1,12,3,0,22.1848,16,1.25486
2.1,1,0,1,2750,2,0.5,850,176,8,16,3,0,25.0888,16,9.47726
2.1,7,1,1,7050,8,0.5,6900,32,9,8,2,0,12.6841,16,8.91927
2.1,6,0,1,5600,7,0.2,9950,128,2,8,3,0,13.4045,16,8.91187
2.1,2,0,1,9600,2,0,3450,168,5,2,3,0,18.1037,16,8.99076
2.1,6,0,1,8100,3,1,6900,808,9,2,3,0,13.3037,16,8.98035
2.1,8,1,0,9400,3,0.6,3000,504,9,16,1,0,140.0033,16,0.2086473
2.1,5,1,1,4650,4,0.3,1000,800,6,16,3,0,13.5148,16,8.82315
2.1,7,0,0,6450,10,0.4,4350,832,2,6,2,0,235.8725,16,0.1352493
2.1,6,1,1,10000,6,1,2800,632,2,4,1,0,12.8995,16,8.97196
2.1,2,1,1,3650,1,0.6,1500,520,1,14,3,0,17.9452,16,8.88365
2.1,4,1,1,2650,10,0.2,4100,768,7,14,2,0,14.2691,16,8.8733
2.1,1,0,0,9000,4,0.7,950,88,2,16,2,0,43.0569,16,3.46547
2.1,7,1,0,1550,8,0.8,1600,288,6,4,3,0,85.4003,16,0.376263
2.1,1,1,0,7000,9,1,1650,640,10,14,3,0,90.3772,16,1.54935
2.1,5,0,1,6100,10,0.3,3400,608,8,4,2,0,13.7184,16,8.96496
2.1,9,1,0,3250,2,0.1,6150,32,5,2,1,0,14.4058,16,1.93556
2.1,6,0,0,2550,6,0.6,7900,904,5,16,3,0,77.6836,16,0.442936
2.1,7,1,0,4350,4,0.6,1550,832,2,2,2,0,82.6449,16,0.38909
2.1,5,0,1,1700,5,0.2,7050,744,7,8,2,0,13.7767,16,8.92587
2.1,9,1,1,5150,4,0.8,8600,104,7,14,2,0,12.2945,16,8.85264
2.1,5,0,1,1700,10,0.5,7000,576,4,8,1,0,13.7589,16,8.93941
2.1,8,0,0,3100,9,0,5950,448,5,4,1,0,10.8583,16,2.6743
2.1,2,0,1,1100,5,0,1350,120,4,4,3,0,18.1373,16,8.97233
2.1,9,1,1,8100,8,0.8,5500,416,7,4,3,0,12.1577,16,8.95222
2.1,2,1,1,9450,7,0.8,9800,128,10,4,1,0,17.7595,16,8.9912
2.1,3,1,1,7650,3,0.9,9000,8,2,6,3,0,15.2309,16,8.94228
2.1,7,0,0,8750,4,0.8,2400,904,4,10,3,0,216.173,16,0.1475743
2.1,5,0,0,7650,9,0.5,3550,504,5,10,1,0,219.5531,16,0.1727091
2.1,7,0,1,9500,5,0.8,4550,584,1,4,2,0,13.0501,16,8.96172
2.1,2,1,1,2150,5,0.6,1850,912,9,6,1,0,17.7842,16,8.97739
2.1,4,1,0,7250,1,0.9,6100,720,2,12,3,0,12.6906,16,3.5943
2.1,1,1,0,4100,10,0.5,9450,768,7,16,1,0,40.7822,16,3.44281
2.1,9,0,0,5700,1,0.3,1800,152,10,10,1,0,18.8918,16,1.46406
2.1,10,1,1,8850,5,0.4,5150,24,1,8,2,0,11.9947,16,8.91485
2.1,2,1,1,4700,6,0.5,900,976,8,6,2,0,17.7976,16,8.96285
2.1,10,1,1,4050,7,0.1,2600,104,4,10,3,0,12.046,16,8.87685
2.1,7,1,0,4850,1,0.2,7000,64,3,8,3,0,12.3931,16,2.59282
2.1,6,0,1,500,1,0.4,8450,560,1,14,3,0,13.5052,16,8.8454
2.1,8,0,1,800,2,0.3,2650,184,5,2,3,0,12.7037,16,8.97858
2.1,4,1,0,5300,4,0.8,6900,744,9,16,2,0,76.8694,16,0.593394
2.1,9,1,1,5050,7,1,9200,808,8,6,3,0,12.1913,16,8.92757
2.1,3,1,0,1850,8,0,5900,608,2,10,3,0,7.71884,16,7.15118
2.1,2,0,0,3450,7,1,2800,576,5,8,1,0,66.8343,16,1.1644
2.1,3,0,0,4550,8,0.4,6050,776,4,10,3,0,63.4042,16,0.862069
2.1,1,1,1,5650,5,1,7200,232,1,10,1,0,24.6736,16,8.9761
2.1,5,0,1,7500,9,0,7400,720,10,8,2,0,13.7767,16,8.92587
2.1,10,0,1,3150,2,0.1,3150,104,3,2,3,0,12.3437,16,8.97774
2.1,8,1,1,1050,8,0.2,2250,656,9,12,3,0,12.4441,16,8.8565
2.1,1,1,1,9450,2,0,1100,360,2,6,3,0,24.6509,16,8.97169
2.1,2,1,1,3400,9,0.3,2900,600,7,14,1,0,17.883,16,8.9223
2.1,2,1,1,5400,8,0.8,5150,16,9,16,1,0,17.9076,16,8.9089
2.1,7,0,1,9250,3,0.5,1750,112,6,12,1,0,13.14,16,8.90044
2.1,1,1,0,4950,5,1,2650,144,4,10,3,0,42.7252,16,3.27893
2.1,2,0,0,9850,10,0.3,750,768,1,14,1,0,84.2314,16,0.923017
2.1,4,0,1,7500,5,0.1,3050,864,5,14,1,0,14.643,16,8.89566
2.1,10,1,1,7000,2,0.9,3850,744,3,4,1,0,11.9275,16,8.9662
2.1,8,1,0,9800,4,0.3,1100,880,7,10,1,0,115.1645,16,0.2536487
2.1,8,1,1,1350,3,0,800,224,10,6,2,0,12.3301,16,8.93843
2.1,7,0,1,1000,7,0,9250,192,8,6,3,0,13.0926,16,8.93265
2.1,2,0,1,7750,8,0.7,9050,712,8,6,1,0,18.1442,16,8.97784
2.1,5,1,0,3550,2,0.7,6500,368,5,6,1,0,25.0167,16,1.5307
2.1,4,0,0,2850,4,0.9,6800,696,4,14,1,0,53.469,16,0.845515
2.1,1,0,0,600,4,0.8,3700,728,3,10,3,0,18.1708,16,8.34336
2.1,6,1,1,9050,6,0.8,8650,520,7,8,3,0,12.9845,16,8.90902
2.1,4,1,1,3900,3,0.3,9100,824,9,8,1,0,14.1639,16,8.94337
2.1,8,1,0,4900,8,0.8,5750,832,2,8,3,0,298.7882,16,0.09776601
2.1,6,0,0,9700,8,0.7,4550,888,7,10,3,0,401.2263,16,0.08575915
2.1,9,0,0,8250,9,0.1,8800,280,7,10,2,0,107.2751,16,0.2578307
2.1,9,0,0,3100,2,0.9,6750,440,1,4,2,0,47.8631,16,0.577873
2.1,8,0,1,9050,8,0.3,2050,872,2,14,2,0,12.8741,16,8.85958
2.1,7,0,0,4100,10,0.4,7350,792,2,8,1,0,158.7781,16,0.2009193
2.1,6,1,1,7200,8,1,7700,560,7,6,2,0,12.9376,16,8.94132
2.1,3,0,1,9250,1,0,6600,808,9,8,3,0,15.6545,16,8.92454
2.1,6,1,0,9700,5,0.1,2700,232,8,12,1,0,49.1615,16,0.705407
2.1,4,0,0,7350,1,0.2,950,672,8,2,1,0,14.0412,16,3.99201
2.1,4,1,1,5950,4,0.6,6800,88,8,4,2,0,14.1234,16,8.96729
2.1,5,1,1,1600,4,0.7,5250,664,10,6,2,0,13.3336,16,8.94307
2.1,3,0,0,5550,7,0.4,7650,960,9,14,3,0,66.9283,16,0.816677
2.1,7,0,0,8150,5,1,3700,904,1,12,2,0,324.568,16,0.0982894
2.1,7,1,1,1550,10,1,6650,440,1,16,1,0,12.7651,16,8.86271
2.1,2,1,1,1550,6,0.4,7250,336,2,14,2,0,17.9141,16,8.89908
2.1,9,0,1,5250,10,0.7,6650,832,4,2,1,0,12.5453,16,8.9877
2.1,7,0,1,500,10,0,7350,456,3,2,2,0,13.021,16,8.98356
2.1,7,0,1,7700,6,0.9,3750,768,7,12,2,0,13.1667,16,8.88241
2.1,3,1,1,2700,6,0.5,5500,864,7,8,2,0,15.2467,16,8.93363
2.1,10,0,1,3600,2,0.8,2450,760,1,2,2,0,12.3393,16,8.98163
2.1,10,1,1,3650,5,0.2,9850,576,10,8,1,0,11.9769,16,8.92809
2.1,3,1,0,9850,10,0,9550,536,8,16,1,0,13.8924,16,3.97444
2.1,4,1,1,3550,8,0.1,9050,840,6,6,2,0,14.1526,16,8.94685
2.1,7,0,1,3600,4,0.5,600,448,1,2,2,0,13.021,16,8.98356
2.1,2,1,1,7350,3,0.1,3100,520,10,4,3,0,17.7773,16,8.97177
2.1,3,1,0,8550,4,0.6,4550,456,9,2,2,0,72.7467,16,0.760063
2.1,10,0,1,3850,10,0.1,3450,776,10,2,2,0,12.3393,16,8.98163
2.1,9,1,1,4250,8,0.4,1600,664,6,8,2,0,12.2071,16,8.91602
2.1,9,1,0,5550,1,0.8,600,272,8,16,3,0,16.1464,16,1.72415
2.1,5,0,0,3650,2,1,6550,696,2,10,2,0,35.7941,16,1.05936
2.1,3,1,1,650,2,0.3,1650,664,3,8,3,0,15.2645,16,8.92261
2.1,9,1,0,4850,4,0.3,5200,280,9,6,1,0,65.4095,16,0.425608
2.1,6,0,0,4100,9,0.7,500,280,4,8,3,0,191.6621,16,0.1795286
2.1,4,1,1,9450,7,0.5,9200,336,6,6,3,0,14.1659,16,8.93794
2.1,8,1,1,1900,4,0,3550,536,1,8,1,0,12.3414,16,8.93021
2.1,8,1,1,800,9,0.5,7950,776,6,10,1,0,12.3661,16,8.91238
2.1,10,0,1,2650,5,0.5,2550,360,6,12,2,0,12.4849,16,8.8762
2.1,2,0,0,3000,8,0.3,5050,112,2,12,1,0,28.3629,16,2.74213
2.1,1,1,0,4400,8,0,2150,912,6,8,1,0,16.7753,16,8.37542
2.1,8,1,0,7250,9,0.4,3150,328,8,2,3,0,259.4042,16,0.1126196
2.1,6,1,1,4200,1,0.8,9150,952,2,16,1,0,13.0476,16,8.86588
2.1,1,0,1,6750,6,0.8,2350,488,2,16,1,0,25.0176,16,8.9471
2.1,1,1,0,8550,8,0.9,6050,424,2,4,3,0,87.8306,16,1.59618
2.1,2,0,0,9850,3,0.8,4450,720,9,14,1,0,56.7228,16,1.37065
2.1,5,1,1,3050,2,1,5700,624,1,14,2,0,13.4501,16,8.86559
2.1,6,1,1,3450,6,0.1,8500,64,1,12,2,0,13.0249,16,8.88133
2.1,9,0,0,8800,7,0.8,5750,360,6,8,2,0,537.7763,16,0.05143184
2.1,7,1,0,4450,8,0.8,4500,752,7,16,3,0,238.5826,16,0.134683
2.1,6,0,0,800,9,0.7,3250,504,9,8,2,0,47.4475,16,0.725198
2.1,6,0,0,7350,4,0.6,5100,352,6,8,2,0,124.2055,16,0.2770315
2.1,2,1,1,7450,4,0.9,6550,440,3,14,3,0,17.9452,16,8.88365
2.1,1,1,0,8650,9,1,9100,240,10,16,3,0,107.9932,16,1.296381
2.1,10,1,0,4050,10,0,2450,312,8,6,3,0,13.3469,16,1.94284
2.1,5,1,1,2600,9,0.9,8450,584,6,2,3,0,13.2797,16,8.98103
2.1,10,0,0,7300,6,0.8,850,912,5,2,3,0,407.0417,16,0.06330758
2.1,6,0,0,5050,9,0.8,8000,920,3,10,3,0,285.3238,16,0.1205957
2.1,4,0,1,9450,1,0.9,7400,160,10,10,1,0,14.5936,16,8.92813
2.1,9,1,1,7800,4,0.7,2950,600,4,12,2,0,12.2654,16,8.87367
2.1,3,0,0,4700,4,0.5,9800,96,1,6,2,0,40.8337,16,1.33943
2.1,5,0,1,3700,3,0.8,8350,160,1,8,3,0,13.7945,16,8.91436
2.1,4,1,0,2450,10,0.5,1650,368,3,14,2,0,65.1079,16,0.700588
2.1,5,1,1,7500,4,0.4,4050,416,1,12,2,0,13.4209,16,8.88483
2.1,9,0,1,5650,8,0.2,8600,488,10,8,1,0,12.6193,16,8.93144
2.1,7,0,0,2000,7,0.4,6550,584,1,14,2,0,58.8624,16,0.541969
2.1,1,0,0,6300,8,0.4,9850,816,4,2,3,0,42.0562,16,3.29573
2.1,7,0,0,6650,4,0.6,7600,568,10,8,1,0,133.0363,16,0.2397961
2.1,2,1,0,5850,6,0.1,4400,432,2,2,2,0,19.3395,16,4.06281
2.1,8,0,0,2200,10,0.2,4600,816,5,8,2,0,54.2119,16,0.535101
2.1,8,0,1,4800,9,0.6,2800,72,9,2,2,0,12.6993,16,8.98289
2.1,1,1,1,2150,5,0,6900,568,10,2,1,6.93333e-06,24.6124,16,9.00091
2.1,7,0,1,5500,5,0.5,6100,1000,9,4,2,0,13.0501,16,8.96172
2.1,7,1,0,9000,7,0.4,4600,664,4,6,1,0,216.3296,16,0.1486057
2.1,4,0,1,2750,1,0.1,5250,712,8,14,3,0,14.7052,16,8.85802
2.1,9,0,0,5200,3,0.2,2750,88,2,16,1,0,42.5684,16,0.649751
2.1,5,1,0,2800,9,1,650,152,4,4,3,0,153.4973,16,0.2491433
2.1,2,0,1,6550,2,0.8,6200,56,1,16,1,0,18.2676,16,8.91069
2.1,6,1,1,3150,8,0.6,2300,216,2,8,2,0,12.9667,16,8.92124
2.1,4,0,1,8400,4,0.1,700,776,5,8,2,0,14.5867,16,8.92998
2.1,9,1,0,4300,4,0.8,950,136,4,10,2,0,133.8874,16,0.2079271
2.1,3,1,0,8000,7,0.7,6350,160,3,8,3,0,143.4485,16,0.384799
2.1,1,0,1,6100,5,0.3,4350,864,5,12,2,0,24.9949,16,8.94599
2.1,4,0,1,8050,5,0.9,3700,88,7,2,2,0,14.4993,16,8.98815
2.1,4,0,0,2850,9,0.8,3000,528,7,6,3,0,108.4493,16,0.416866
2.1,9,1,0,4600,7,0.2,8350,520,10,4,1,0,78.3224,16,0.355691
2.1,1,1,1,950,3,0.3,6900,904,4,16,3,0,24.8188,16,8.90457
2.1,5,1,1,6850,7,0.4,4150,704,4,14,1,0,13.419,16,8.88615
2.1,1,0,1,9700,8,0.6,7350,960,3,2,1,6.93333e-06,24.8824,16,9.0009
2.1,4,1,0,5950,2,0.3,1050,656,6,8,1,0,20.5387,16,2.22376
2.1,6,0,1,1150,8,1,7600,320,8,6,3,0,13.3709,16,8.93425
2.1,8,0,0,2500,9,0.9,9100,376,4,12,1,0,230.7587,16,0.1257107
2.1,5,1,0,2500,9,0.9,5950,56,4,2,2,0,124.4753,16,0.307588
2.1,3,0,1,6100,1,0.1,2050,160,9,4,1,0,15.5695,16,9.41066
2.1,6,1,0,6300,1,0.4,2950,504,10,6,3,0,13.6277,16,2.54473
2.1,5,1,0,500,3,0.7,8900,960,1,14,1,0,9.60896,16,4.42949
2.1,4,1,0,5200,3,0.7,7100,496,5,10,1,0,48.3694,16,0.943745
2.1,9,0,0,9800,4,0.6,4600,696,6,10,3,0,241.4595,16,0.1145485
2.1,8,0,1,5250,5,0.9,700,992,3,16,2,0,12.9032,16,8.83958
2.1,6,1,1,4600,3,0.2,5500,376,1,8,3,0,12.9845,16,8.90902
2.1,4,1,0,1650,5,0.8,5150,640,4,16,3,0,34.4794,16,1.32293
2.1,2,0,0,7300,10,1,4950,272,1,10,2,0,189.8449,16,0.409016
2.1,5,0,0,4900,9,0.7,6350,720,6,8,2,0,201.7407,16,0.1879582
2.1,7,0,1,8050,1,0.5,9900,456,7,14,3,0,13.2269,16,8.84195
2.1,4,1,0,4100,8,0.2,8950,280,1,8,2,0,39.2281,16,1.16278
2.1,2,1,1,7150,7,0.6,9600,264,1,12,2,0,17.8849,16,8.91436
2.1,2,0,1,2450,1,0.3,8100,232,9,4,3,0,18.1373,16,8.97233
2.1,1,0,0,2000,8,0.5,9350,512,9,12,1,0,27.3574,16,5.07478
2.1,7,1,1,2250,6,0.5,8700,928,2,14,3,0,12.8026,16,8.83671
2.1,3,0,1,7700,10,0,5500,832,7,16,2,0,15.7532,16,8.8686
2.1,3,1,1,8050,7,0.5,7600,56,1,6,3,0,15.2309,16,8.94228
2.1,6,1,0,3750,5,0.5,9550,944,3,14,2,0,68.3141,16,0.507638
2.1,10,1,1,2350,3,0.8,2150,24,10,2,2,0,11.9073,16,8.98097
2.1,5,0,0,6200,6,0.4,5850,64,1,2,1,0,98.1233,16,0.387447
2.1,7,0,1,6050,3,1,8400,128,4,2,2,0,13.021,16,8.98356
2.1,9,0,1,4100,2,0.4,1950,176,6,16,2,0,12.7536,16,8.83739
2.1,8,0,1,3500,4,0.5,6200,120,10,10,3,0,12.838,16,8.88444
2.1,9,0,1,1850,6,0,5850,200,4,14,1,0,12.6934,16,8.87933
2.1,8,1,0,9700,1,0.6,4200,952,3,8,3,0,23.2426,16,1.2568
2.1,8,0,1,3250,3,0.5,6900,976,7,16,2,0,12.9032,16,8.83958
2.1,5,0,0,5750,1,0.2,9200,912,5,2,1,0,13.0323,16,2.91717
2.1,5,0,1,7650,2,0.1,7850,56,4,4,3,0,13.7273,16,8.95797
2.1,4,1,0,9650,5,0.3,2800,664,4,8,1,0,75.2615,16,0.606858
2.1,10,0,0,9500,7,0.4,2300,128,8,12,3,0,332.1196,16,0.07758899
2.1,5,1,1,6300,7,0.1,6500,888,10,4,2,0,13.3044,16,8.96387
2.1,10,1,1,4050,1,0.7,3300,240,10,16,3,0,12.1468,16,8.80324
2.1,1,0,0,3700,1,1,5200,272,7,8,3,0,16.6367,16,8.9799
2.1,3,0,0,8850,4,0.1,2150,88,1,4,3,0,24.7419,16,2.21025
2.1,3,1,0,9050,4,0.9,1250,832,5,16,1,0,108.5745,16,0.5085412
2.1,4,1,0,1800,2,0.1,5300,160,2,6,2,0,7.93175,16,5.75167
2.1,10,1,0,8500,3,0,3250,624,2,14,2,0,24.8421,16,1.04383
2.1,8,1,0,3450,5,0.8,8850,120,8,2,2,0,125.1534,16,0.2335438
2.1,4,1,0,9850,9,0.8,4950,16,3,6,3,0,343.0603,16,0.1329615
2.1,8,0,0,1000,4,0.9,6300,736,3,4,3,0,42.6605,16,0.679992
2.1,4,0,1,4300,10,0.9,6650,584,2,16,1,0,14.6676,16,8.88069
2.1,10,0,1,7450,9,0.2,9300,976,2,4,3,0,12.3773,16,8.95338
2.1,8,1,1,7750,1,0,4600,808,3,12,1,0,12.3908,16,8.89463
2.1,6,1,0,7900,10,0.3,5700,568,3,8,2,0,182.4751,16,0.1900469
2.1,7,0,0,5700,6,0.2,8550,488,9,8,1,0,71.6103,16,0.445489
2.1,6,0,0,9800,3,0.2,8400,856,1,8,1,0,53.7981,16,0.639739
2.1,10,1,0,2250,2,0.5,9000,504,4,8,3,0,23.3975,16,1.10828
2.1,1,0,0,6800,9,0.6,7750,688,6,6,1,0,62.375,16,2.22692
2.1,3,0,0,5250,6,0.3,9300,240,4,14,1,0,44.4952,16,1.2292
2.1,6,1,1,2300,7,0.1,6000,504,2,8,2,0,12.9667,16,8.92124
2.1,4,0,0,8200,4,0.6,1800,792,7,14,3,0,92.8864,16,0.486711
2.1,8,1,1,5750,9,0.8,8200,480,10,2,1,0,12.2673,16,8.98847
2.1,8,1,1,9850,9,0.4,7750,504,5,4,1,0,12.292,16,8.96849
2.1,4,0,1,7950,4,0.2,3450,904,9,8,2,0,14.5867,16,8.92998
2.1,5,1,1,4100,4,0.8,4150,792,6,10,2,0,13.3918,16,8.90416
2.1,4,1,0,1200,8,0,6750,400,3,10,3,0,6.46184,16,7.05896
2.1,8,1,1,4400,4,0.4,8350,400,5,12,3,0,12.4441,16,8.8565
2.1,3,0,1,6800,6,0.4,5700,312,3,14,3,0,15.7552,16,8.86748
2.1,7,1,0,1950,7,1,5600,896,1,8,1,0,113.6307,16,0.2827846
2.1,6,1,0,500,2,0.5,4150,184,9,14,1,0,6.74096,16,6.16987
2.1,7,0,0,7800,10,0.4,3800,104,7,8,1,0,282.1006,16,0.1130859
2.1,5,1,0,3050,1,0.1,6700,992,4,16,1,0,8.34764,16,4.58127
2.1,8,1,0,3300,7,0.3,6450,128,10,6,2,0,71.8645,16,0.406478
2.1,10,0,1,9700,8,0.7,9650,704,2,8,2,0,12.4267,16,8.91781
2.1,3,0,1,1650,3,1,1550,344,7,12,3,0,15.7216,16,8.88642
2.1,3,1,1,4800,9,0.2,8300,8,7,14,3,0,15.3652,16,8.86412
2.1,4,0,0,1900,7,1,6700,264,9,12,2,0,77.2525,16,0.585208
2.1,6,0,1,9550,5,0.6,6650,400,9,12,1,0,13.4183,16,8.9027
2.1,5,1,0,650,1,0.6,8200,880,9,10,3,0,5.24604,16,9.48922
2.1,5,1,1,600,3,1,1950,880,4,6,3,0,13.3469,16,8.93413
2.1,9,0,0,2150,3,0.3,7750,480,5,6,1,0,26.879,16,1.02901
2.1,9,1,0,4550,10,0.7,1350,936,4,4,2,0,349.0126,16,0.07976454
2.1,7,0,1,1600,10,0,2150,392,7,10,2,0,13.1375,16,8.9021
2.1,1,1,1,7850,6,0.2,6500,88,3,12,1,0,24.6983,16,8.96633
2.1,10,1,0,3150,1,0.8,9850,80,5,2,2,0,10.9713,16,2.36426
2.1,7,1,1,6700,10,0.2,4850,72,10,16,2,0,12.8006,16,8.83808
2.1,1,1,0,8650,9,0.7,9100,880,9,14,2,0,80.9405,16,1.73142
2.1,8,1,0,1350,10,0.6,2700,352,6,14,1,0,81.9963,16,0.356252
2.1,6,0,0,9250,2,0.4,1900,736,10,2,3,0,49.9931,16,0.68854
2.1,4,1,1,5800,2,0.6,5100,24,5,10,2,0,14.2108,16,8.90968
2.1,9,0,1,2400,4,0,1900,232,9,8,2,0,12.6371,16,8.91887
2.1,8,0,1,5450,10,0.1,5600,840,7,10,1,0,12.7936,16,8.91531
2.1,2,0,1,2050,7,0,9500,416,7,4,2,0,18.1284,16,8.97953
2.1,6,0,1,6050,7,0.2,3550,480,8,14,3,0,13.5052,16,8.8454
2.1,8,1,1,6750,3,0.2,6550,600,10,16,2,0,12.4757,16,8.83408
2.1,5,0,0,8400,2,0.9,6950,288,8,12,1,0,68.3831,16,0.554505
2.1,10,1,0,3000,7,0.2,7800,144,10,8,2,0,57.4747,16,0.45117
2.1,3,1,1,5350,5,0,9250,320,10,12,1,0,15.2783,16,8.91842
2.1,2,1,1,6100,2,0.2,5650,896,7,4,2,0,17.7684,16,8.97911
2.1,9,1,1,8650,7,0.4,3200,904,8,4,1,0,12.14,16,8.96696
2.1,2,0,0,7300,7,0.8,2350,272,1,10,2,0,105.8038,16,0.7339018
2.1,3,1,1,8650,10,0.9,4250,160,10,16,1,0,15.3276,16,8.88686
2.1,10,1,1,7950,6,0,4650,632,9,4,2,0,11.9364,16,8.95836
2.1,10,0,0,7900,6,0.7,5750,864,4,4,2,0,399.6237,16,0.06448273
2.1,9,1,0,3750,3,0.8,650,112,3,10,1,0,82.054,16,0.339274
2.1,1,0,1,4750,2,0.1,3100,8,3,2,3,0,24.8537,16,9.26309
2.1,10,1,0,9000,10,0.4,8650,568,2,10,3,0,447.286,16,0.0579737
2.1,6,0,1,9900,5,0.4,6150,344,5,2,1,0,13.2948,16,8.99129
2.1,10,1,0,4150,7,0.5,7100,680,7,12,1,0,175.5003,16,0.1477538
2.1,3,0,1,8700,5,1,7800,352,4,10,3,0,15.688,16,8.90544
2.1,8,1,0,8400,8,1,5050,648,4,8,3,0,632.1002,16,0.04621313
2.1,2,0,1,3250,2,0,7700,264,5,16,2,0,18.3032,16,8.88691
2.1,2,1,0,4050,3,0.4,9050,928,6,2,1,6.4e-06,19.2394,16,4.09038
2.1,6,1,1,4900,2,0.3,8200,144,8,14,2,0,13.0541,16,8.86151
2.1,1,0,0,9400,8,0.6,6600,192,2,10,2,0,71.518,16,1.9377
2.1,7,0,0,9300,4,0.2,7250,624,3,12,3,0,76.4212,16,0.417444
2.1,1,0,1,7300,2,1,6450,872,2,12,2,0,24.9949,16,8.94599
2.1,2,1,0,7550,3,1,8250,224,3,16,1,0,52.0332,16,1.50937
2.1,9,0,0,7300,10,0.6,950,656,4,4,1,0,487.4392,16,0.05678364
2.1,6,0,0,3100,10,0.4,6100,592,4,12,1,0,105.2723,16,0.3268555
2.1,7,1,0,4800,9,0.5,8450,696,2,2,3,0,186.9228,16,0.1719412
2.1,1,0,0,3550,1,1,9000,376,1,6,2,0,16.5439,16,9.05376
2.1,9,1,0,7250,5,1,2550,360,10,10,2,0,359.2402,16,0.07749362
2.1,5,0,0,1500,6,0.9,8250,464,6,8,1,0,62.5445,16,0.606711
2.1,9,0,0,3000,2,1,3500,848,7,6,1,0,48.5541,16,0.569649
2.1,6,1,1,1300,2,1,5950,984,3,10,3,0,13.018,16,8.88604
2.1,2,0,1,9150,2,0.1,750,320,9,6,2,0,18.1576,16,9.62975
2.1,10,0,1,8250,6,1,8750,240,4,2,2,0,12.3393,16,8.98163
2.1,6,0,1,6750,10,1,700,96,2,16,3,0,13.5388,16,8.82347
2.1,6,0,1,6650,4,0.5,3650,368,8,2,3,0,13.3037,16,8.98035
2.1,2,1,0,2550,2,0.4,7300,40,7,8,3,0,12.8021,16,6.12632
2.1,10,0,0,2550,10,0,4250,248,1,6,1,0,10.7372,16,2.39995
2.1,1,1,0,7550,7,1,2450,536,3,2,3,0,76.4065,16,1.83526
