Topology,car_cache,dynamo_stream,dynamo_ondemand,dynamo_writerate,dynamo_peakcapacity,dynamo_peaktime,dynamo_readrate,sqs_queue_size,sqs_timeout,lambda_parallel_instances,lambda_allocated_memory,latency,cost,reliability,scalability
2.2,6,1,1,6850,7,1,6000,83,7,81,256,0,1.468,0,0.00013344
2.2,2,1,1,7400,2,0,1300,377,4,67,4160,0,1.8648,0,0.00016941
2.2,7,1,1,4800,2,0,9150,190,4,62,256,0,1.4479,0,0.00013151
2.2,2,0,1,6300,4,0.3,1450,243,9,2,2432,0,1.9079,0,0.00017342
2.2,2,1,1,2000,5,0,1650,190,5,50,576,0,1.8639,0,0.00016942
2.2,2,1,0,2100,2,1,7250,17,4,70,960,0,0.94053,0,7.2857e-05
2.2,1,0,1,4450,8,0.4,7000,645,8,47,832,0,2.4359,0,0.00022141
2.2,1,1,0,7250,4,0.8,6250,111,7,14,2560,0,1.847,0,0.00011843
2.2,5,1,0,5200,8,1,8400,1000,10,61,384,0,5.5912,0,1.6784e-05
2.2,10,1,1,4400,1,0.1,9650,711,9,2,1088,0,1.3892,0,0.00012615
2.2,6,1,0,6600,5,0.6,2800,326,5,35,256,0,3.3387,0,3.3414e-05
2.2,7,0,0,5350,1,0,6150,255,3,77,384,0,0.59967,0,3.1199e-05
2.2,7,0,1,2500,6,0.5,5500,416,8,61,7680,0,1.5007,0,0.00013621
2.2,7,0,0,8050,5,0.2,7650,123,7,15,1984,3.3753e-17,2.0923,0,3.1258e-05
2.2,6,1,0,1250,7,0.5,3800,87,3,31,192,0,1.0611,0,3.3375e-05
2.2,10,1,0,5250,5,0.4,4250,68,8,45,128,0,3.0141,0,2.6218e-05
2.2,3,0,1,3150,4,0.1,7800,79,7,56,2560,4.4501e-17,1.6966,0,0.00015421
2.2,6,0,0,2450,1,0.2,2800,18,9,61,2816,4.4514e-17,0.47033,0,3.3544e-05
2.2,6,0,0,3650,7,1,6600,165,8,59,6144,2.9489770313e-17,33777001.8596,0,-3752.99965634
2.2,7,0,0,9250,1,0.3,5850,75,6,46,3072,0,0.78599,0,3.1366e-05
2.2,7,1,1,4850,1,0.9,2450,864,10,40,128,0,1.2967,0,0.00011782
2.2,7,1,1,5800,7,0.2,5250,165,4,59,256,0,1.4479,0,0.00013151
2.2,1,1,0,2500,1,0.5,7400,26,2,6,832,4.4429e-17,1.4487,0,0.00013304
2.2,3,0,1,2550,7,0.3,1500,416,1,63,3776,0,1.6986,0,0.00015407
2.2,1,0,1,6900,4,0.6,2900,10,2,40,7360,0,2.4474,0,0.00022228
2.2,3,0,0,8450,10,0.2,7350,952,10,9,192,0,1.7362,0,1.7062e-05
2.2,5,1,0,750,2,0.9,2150,40,4,67,832,0,0.56281,0,4.1276e-05
2.2,6,0,0,4250,6,0.9,1300,21,8,88,6144,0,3.9218,0,3.4809e-05
2.2,10,1,1,1850,10,0.4,2000,17,6,19,448,4.4548e-17,1.3903,0,0.00012617
2.2,8,1,1,2500,2,0,3800,19,1,67,1088,0,1.4211,0,0.00012907
2.2,9,0,0,4400,4,0.6,4800,310,7,72,1088,0,2.7472,0,2.7678e-05
2.2,5,1,0,9150,7,0.9,6600,17,2,32,576,4.4441e-17,7.7945,0,3.6068e-05
2.2,8,1,0,7550,9,1,6450,10,2,77,512,0,14.6229,0,2.901e-05
2.2,9,1,0,8850,3,0.8,9350,17,4,65,1024,0,4.4455,0,2.808e-05
2.2,2,1,0,6750,9,0.6,1100,123,10,35,4736,0,2.6657,0,7.4822e-05
2.2,1,1,1,5250,4,0.5,5550,711,3,66,1664,0,2.4034,0,0.00021841
2.2,3,0,0,5500,7,0.3,2100,17,1,23,1600,0,1.5284,0,4.9183e-05
2.2,5,0,0,6250,10,1,1150,25,3,81,9152,0,8.8187,0,3.6663e-05
2.2,1,0,0,1700,4,0.5,8150,220,1,14,2048,0,1.4461,0,0.00012328
2.2,5,0,1,3850,9,0.3,7100,181,6,93,1664,0,1.5479,0,0.00014064
2.2,5,1,1,4900,5,0.6,1200,9,3,76,3648,0,1.507,0,0.00013671
2.2,1,0,0,600,7,0.7,7900,481,7,69,4544,0,1.5194,0,0.00012899
2.2,1,1,0,8300,9,0.9,3100,12,1,94,3200,0,3.0876,0,0.00011919
2.2,9,0,1,7150,4,0.6,4000,157,7,38,640,5.9505170714e-17,6333188.4371,0,703.68757449
2.2,4,1,0,6850,10,0.8,2450,123,6,55,576,5.39494505528e-17,22518004.459,0,-2501.99975055
2.2,2,0,1,5650,4,0.9,4200,22,1,13,448,4.443e-17,1.9083,0,0.00017344
2.2,9,1,1,9550,5,0.5,1000,557,4,50,1792,0,1.4088,0,0.0001279
2.2,6,0,1,7900,10,0.5,5550,210,1,11,832,3.8404e-17,1.5199,0,0.00013803
2.2,4,1,1,6200,3,0.8,2950,220,7,54,3200,3.66385794536e-17,22517999.7045,0,-2501.99965056
2.2,10,1,1,7450,8,0.7,3550,96,5,7,3456,0,1.3898,0,0.00012613
2.2,1,0,1,8500,3,0.1,1300,21,4,3,3648,0,2.5558,0,0.00023473
2.2,3,0,0,5800,5,0.8,9600,14,8,4,9600,0,2.4028,0,4.9235e-05
2.2,6,0,0,3050,1,0.8,2300,56,1,80,576,0,0.48959,0,3.3102e-05
2.2,10,0,1,2000,3,0.7,9650,295,10,62,1664,0,1.4327,0,0.00013203
2.2,8,0,1,3300,6,1,6500,14,2,18,4160,0,1.4743,0,0.00013383
2.2,3,0,1,1650,9,0.6,5250,13,2,49,5632,3.3561e-17,1.7058,0,0.00015488
2.2,1,1,0,7200,5,0.5,8900,9,9,39,256,0,1.7605,0,0.00011847
2.2,7,0,0,4550,9,0.7,1700,326,6,75,576,0,5.8101,0,3.1242e-05
2.2,10,1,1,750,3,0.7,4650,87,2,25,192,0,1.3893,0,0.00012616
2.2,10,0,1,9100,7,0.6,5950,25,4,44,960,0,1.4436,0,0.00013106
2.2,6,1,0,6700,10,0,4400,129,8,32,512,0,0.59662,0,3.3426e-05
2.2,2,0,0,2750,3,0.7,5600,396,5,36,320,0,1.0353,0,6.8414e-05
2.2,9,0,0,1900,7,1,4350,907,5,96,960,0,3.7256,0,2.7702e-05
2.2,1,1,0,7500,6,0.1,1350,210,5,26,704,4.4419e-17,1.4539,0,0.00011842
2.2,4,0,1,2650,10,0,3850,31,5,36,4736,0,1.6198,0,0.00014714
2.2,6,0,1,5150,10,0.7,8900,135,5,64,832,0,1.5199,0,0.00013805
2.2,3,1,1,8300,3,0.8,4700,62,8,98,2944,0,1.6509,0,0.00014998
2.2,5,1,0,7300,4,0.1,7150,711,8,91,576,0,0.92054,0,3.6004e-05
2.2,1,1,0,7550,5,0.1,7900,36,2,99,512,0,1.4341,0,0.00011849
2.2,10,0,0,9750,9,0.7,6700,44,7,53,384,5.69004e-17,17.266,0,2.59615e-05
2.2,4,0,1,2250,9,0.3,7400,481,9,96,5888,0,1.6178,0,0.00014687
2.2,5,0,0,4800,5,0.1,4100,46,5,24,1984,0,0.84532,0,3.5686e-05
2.2,1,1,0,5250,2,0.7,5950,16,1,51,1280,0,1.4413,0,0.00011858
2.2,8,1,0,3350,3,0.8,2800,111,3,67,3776,0,1.7121,0,2.8973e-05
2.2,10,1,0,6650,1,0.1,7050,677,5,18,192,0,0.6675,0,2.6153e-05
2.2,1,1,0,4450,6,0.8,5200,54,4,90,448,4.4424e-17,1.8431,0,0.00011847
2.2,8,0,1,9200,7,0.7,9600,1000,7,71,320,0,1.4706,0,0.00013365
2.2,2,0,1,6350,9,0.3,2700,28,6,94,7680,0,1.9207,0,0.00017457
2.2,2,0,0,8100,6,1,1400,38,10,50,960,0,3.224,0,6.848e-05
2.2,5,1,0,6950,4,0.8,1000,14,8,33,1088,0,3.005,0,3.6105e-05
2.2,1,0,0,3550,4,0.8,4650,232,10,11,1088,0,1.4713,0,0.00012708
2.2,9,0,1,8950,9,0.3,2050,106,8,28,4544,0,1.4622,0,0.00013273
2.2,8,0,1,2050,10,0.1,9200,14,8,49,8000,0,1.4859,0,0.00013488
2.2,5,0,1,8300,9,0.3,850,68,10,72,1088,0,1.548,0,0.00014067
2.2,6,0,0,6750,6,1,6500,585,9,36,3456,0,6.7717,0,3.3052e-05
2.2,5,1,0,5950,2,0.1,4700,210,5,33,9152,0,0.65334,0,3.6003e-05
2.2,7,0,1,2400,5,0.9,550,142,10,29,4928,0,1.4868,0,0.0001378
2.2,2,1,0,800,3,0.8,9200,33,1,69,9152,0,0.95825,0,8.0681e-05
2.2,3,0,1,4150,4,0.8,7750,11,3,85,128,0,1.6958,0,0.00015413
2.2,8,1,1,2450,8,0.3,9950,19,6,13,1600,0,1.4196,0,0.00012897
2.2,7,0,1,6200,2,1,6450,295,8,46,192,0,1.4997,0,0.00013623
2.2,4,0,1,3400,5,0.5,8950,14,8,18,448,4.4453e-17,1.6173,0,0.00014695
2.2,8,0,1,2550,6,1,3050,907,8,77,576,0,1.4706,0,0.00013366
2.2,4,1,0,4450,8,0.5,1950,17,4,35,768,0,2.3688,0,4.2499e-05
2.2,4,1,1,750,6,0.5,4250,8,10,90,3072,0,1.5769,0,0.00014311
2.2,5,0,1,8150,6,0.2,9550,15,7,41,128,0,1.5475,0,0.00014066
2.2,6,0,1,7750,1,0.1,6000,135,8,25,1280,3.664671177e-17,33776998.7249,0,-3752.99955141
2.2,6,0,1,2250,6,0.1,7450,27,6,5,192,0,1.5198,0,0.00013806
2.2,2,1,1,5200,2,0.3,850,11,1,57,1344,4.4472e-17,1.8667,0,0.0001696
2.2,6,0,1,7850,6,0.9,2500,62,2,70,6144,0,1.5252,0,0.0001384
2.2,2,0,1,5800,6,0.8,8950,13,7,34,320,5.0304e-17,1.9085,0,0.00017348
2.2,1,0,1,3800,3,0.9,3100,326,1,71,5376,4.4431879059e-17,1407377.3391,0,156.37521001
2.2,5,1,1,4250,7,0.2,2200,416,7,9,2368,0,1.4966,0,0.000136
2.2,6,0,0,4250,1,0.6,1250,232,2,8,8000,0,0.58646,0,3.845e-05
2.2,5,0,1,2850,4,0.3,1850,15,1,81,960,3.7603e-17,1.55,0,0.00014076
2.2,7,0,0,5850,9,0.5,8400,157,8,13,448,4.26534386936e-17,39406502.4348,0,-4378.4996065
2.2,7,1,1,7350,5,0,950,200,9,50,832,4.6658921659e-17,9851625.6329,0,1094.6250409
2.2,8,0,0,2050,6,0,7000,784,7,12,256,0,0.42715,0,2.8651e-05
2.2,3,1,1,5950,6,0.6,9450,190,4,4,9152,0,1.6479,0,0.00014973
2.2,5,1,1,600,9,0.6,10000,10,4,99,3776,0,1.51,0,0.00013701
2.2,8,1,0,8850,9,0,7900,13,8,79,128,0,0.722,0,2.8935e-05
2.2,5,0,1,6750,6,0.2,2700,26,5,30,192,0,1.5475,0,0.00014063
2.2,2,0,0,6600,3,1,1900,56,5,60,832,0,1.6169,0,6.8474e-05
2.2,10,0,1,9450,7,0.6,5350,51,9,62,2816,3.95499900418e-17,28147499.1156,0,3127.49987238
2.2,10,0,1,2400,5,0.3,6850,952,7,15,960,0,1.4423,0,0.00013092
2.2,1,0,0,9350,4,0.6,7450,22,4,12,192,0,1.8502,0,0.00011644
2.2,7,1,0,550,4,0.6,5550,23,10,24,960,0,0.57089,0,3.1583e-05
2.2,7,1,1,5250,2,0,6000,25,5,8,6144,0,1.4493,0,0.00013162
2.2,5,1,0,8250,5,0.6,5950,106,7,16,4160,0,3.4919,0,3.6028e-05
2.2,2,1,0,7100,7,0.3,1950,27,5,24,128,0,1.5832,0,6.9438e-05
2.2,6,1,0,4950,4,1,1050,359,4,61,1408,0,3.1117,0,3.3346e-05
2.2,6,0,1,2300,3,0.8,1950,342,1,43,256,0,1.5194,0,0.00013808
2.2,6,0,0,9400,3,0.1,9200,711,2,4,704,0,1.09,0,3.3032e-05
2.2,8,1,0,6750,2,0.7,5900,458,8,3,896,0,1.7178,0,2.8886e-05
2.2,3,0,1,6950,5,0.2,3350,106,3,26,3456,3.5565e-17,1.6963,0,0.00015409
2.2,3,0,0,2600,9,0.7,1800,359,6,13,1664,0,1.8988,0,4.9082e-05
2.2,3,1,0,750,10,0.1,4500,44,6,3,320,5.7341e-17,0.61887,0,4.9763e-05
